Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
21,Male,Data Science,0,8,0,0,1
22,Male,Information Technology,1,9,1,0,1
22,Male,Artificial Intelligence,0,9,1,0,1
22,Male,Computer Science,0,7,0,0,0
21,Male,Information Technology,1,8,1,1,1
21,Male,Information Technology,0,7,0,0,0
21,Male,Data Analytics,0,7,0,0,0
22,Male,Computer Science,1,8,0,0,1
21,Male,Data Science,0,9,0,0,1
25,Male,Information Technology,0,7,0,0,1
26,Male,Data Analytics,0,7,1,0,0
24,Male,Information Technology,1,6,0,1,1
25,Male,Data Science,0,6,0,0,1
26,Female,Computer Science,0,7,1,0,0
26,Male,Computer Science,1,7,0,0,1
26,Male,Computer Science,1,6,0,0,1
26,Male,Information Technology,2,7,0,0,1
24,Female,Computer Science,1,7,0,0,0
26,Female,Information Technology,1,6,0,1,1
26,Male,Computer Science,0,6,0,1,1
26,Male,Computer Science,1,7,0,0,0
26,Male,Information Technology,1,7,0,0,0
26,Male,Artificial Intelligence,0,7,0,1,0
26,Male,Data Analytics,0,6,0,0,1
25,Male,Information Technology,1,7,0,0,0
26,Male,Artificial Intelligence,0,6,1,0,1
24,Male,Data Science,1,7,0,1,0
26,Male,Data Science,0,6,0,0,1
26,Male,Computer Science,0,6,0,0,1
24,Female,Computer Science,0,6,1,1,1
24,Male,Computer Science,0,6,0,1,1
24,Male,Data Analytics,1,7,0,0,1
25,Male,Artificial Intelligence,0,7,1,0,0
25,Male,Computer Science,0,6,0,0,1
25,Male,Computer Science,0,7,0,0,0
26,Male,Artificial Intelligence,1,6,0,0,1
26,Male,Computer Science,1,7,0,0,0
26,Male,Computer Science,0,6,0,1,1
26,Male,Data Science,1,7,1,1,0
25,Female,Computer Science,0,7,1,0,0
25,Male,Computer Science,2,6,0,0,1
25,Male,Artificial Intelligence,0,7,1,0,0
26,Male,Information Technology,0,7,0,0,0
25,Female,Computer Science,1,7,1,0,1
26,Male,Information Technology,1,6,0,0,1
26,Female,Computer Science,0,7,1,0,1
26,Female,Information Technology,0,7,0,0,1
26,Male,Computer Science,1,6,0,0,1
26,Female,Information Technology,0,7,0,0,0
24,Male,Information Technology,1,7,0,0,0
24,Male,Information Technology,0,6,0,0,1
25,Male,Data Science,1,6,0,0,1
26,Male,Artificial Intelligence,0,7,1,0,0
26,Male,Artificial Intelligence,1,6,1,1,1
25,Male,Computer Science,1,7,0,0,1
26,Male,Computer Science,1,7,0,0,1
25,Male,Computer Science,2,7,0,1,1
25,Male,Computer Science,2,7,0,1,1
24,Male,Computer Science,0,6,0,0,1
26,Male,Data Analytics,0,6,0,0,1
24,Male,Information Technology,0,7,0,0,1
26,Male,Computer Science,1,7,0,0,1
26,Male,Artificial Intelligence,1,7,1,1,0
24,Male,Computer Science,1,7,0,0,1
26,Female,Information Technology,0,6,0,0,1
25,Female,Computer Science,0,6,1,1,1
25,Male,Artificial Intelligence,1,6,1,0,1
26,Male,Computer Science,1,6,0,0,1
25,Female,Data Science,0,6,0,0,1
22,Male,Information Technology,1,6,0,0,0
21,Female,Data Analytics,0,6,0,0,0
22,Male,Computer Science,1,7,0,0,0
21,Male,Artificial Intelligence,0,6,1,0,0
21,Female,Information Technology,0,7,0,0,0
22,Male,Computer Science,1,7,0,0,0
21,Female,Information Technology,1,7,0,1,0
22,Male,Data Analytics,0,6,0,0,0
21,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,0,7,0,0,0
21,Male,Information Technology,0,7,0,1,0
21,Female,Information Technology,1,7,0,0,0
22,Male,Data Science,1,7,0,0,0
22,Male,Data Science,1,6,0,1,0
21,Male,Data Analytics,1,7,0,0,1
22,Male,Information Technology,1,6,1,0,0
21,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,1,6,1,0,0
21,Male,Information Technology,0,7,0,1,0
22,Male,Information Technology,0,6,0,0,0
21,Male,Data Science,0,7,0,0,1
22,Female,Data Analytics,1,6,1,1,0
21,Male,Computer Science,1,7,0,0,0
21,Female,Information Technology,0,7,0,0,0
21,Male,Data Science,1,6,0,1,0
22,Female,Information Technology,3,7,1,1,0
21,Female,Computer Science,1,6,1,0,0
21,Male,Artificial Intelligence,0,7,1,0,0
21,Male,Computer Science,1,8,0,0,1
22,Female,Information Technology,0,8,0,0,1
22,Female,Information Technology,1,8,0,0,1
21,Male,Data Science,1,7,0,1,0
21,Male,Information Technology,1,6,0,0,0
21,Female,Information Technology,1,8,0,0,1
22,Male,Artificial Intelligence,0,8,1,0,1
22,Male,Artificial Intelligence,0,7,1,1,0
22,Male,Information Technology,2,8,0,0,1
22,Female,Computer Science,0,6,1,1,0
21,Male,Information Technology,2,6,0,0,1
22,Male,Data Analytics,0,8,0,1,1
22,Male,Information Technology,1,7,0,0,0
22,Female,Information Technology,1,6,0,1,0
22,Male,Information Technology,3,8,0,0,1
21,Male,Data Science,1,7,0,0,0
22,Male,Artificial Intelligence,0,6,1,0,0
22,Male,Information Technology,0,8,1,1,1
22,Male,Information Technology,0,7,0,1,0
21,Female,Computer Science,0,8,1,1,1
22,Male,Information Technology,1,6,0,0,0
22,Male,Artificial Intelligence,0,6,1,0,0
21,Male,Computer Science,2,6,0,0,1
22,Male,Information Technology,0,8,0,1,1
22,Male,Information Technology,0,6,0,0,0
22,Female,Artificial Intelligence,1,8,1,0,1
21,Male,Information Technology,2,7,1,1,0
21,Male,Artificial Intelligence,0,7,1,0,0
21,Male,Information Technology,0,6,0,1,0
21,Male,Artificial Intelligence,0,6,1,1,0
22,Male,Information Technology,0,7,0,1,0
22,Male,Data Science,1,8,0,0,1
21,Male,Information Technology,2,8,0,0,1
22,Male,Data Science,1,7,0,0,0
22,Male,Computer Science,1,8,0,0,1
22,Male,Computer Science,1,7,0,0,0
21,Male,Data Science,0,8,0,1,1
22,Male,Artificial Intelligence,0,8,1,0,1
21,Male,Computer Science,0,7,0,1,0
22,Male,Data Science,0,7,0,0,0
22,Female,Data Science,3,6,0,0,1
21,Male,Data Analytics,0,8,0,0,1
21,Female,Data Science,2,7,0,0,1
21,Male,Data Analytics,0,7,0,0,0
21,Male,Data Analytics,0,6,0,0,0
22,Male,Computer Science,2,7,0,0,0
22,Male,Information Technology,1,8,1,0,1
21,Male,Data Science,0,7,0,0,0
22,Male,Computer Science,0,6,0,0,0
21,Male,Information Technology,2,8,0,0,1
21,Male,Information Technology,1,6,0,0,0
21,Female,Information Technology,0,6,0,0,0
21,Male,Information Technology,0,7,0,1,0
22,Male,Information Technology,1,6,0,0,0
22,Female,Computer Science,1,6,1,0,0
21,Male,Data Analytics,1,7,0,0,1
28,Female,Computer Science,3,8,1,0,1
21,Male,Computer Science,0,7,0,1,0
22,Male,Information Technology,0,7,0,1,0
21,Female,Computer Science,0,6,1,0,0
22,Female,Data Science,0,8,0,0,1
22,Male,Computer Science,1,6,0,0,0
21,Male,Data Analytics,0,8,0,0,1
21,Male,Information Technology,2,8,0,0,1
22,Male,Computer Science,0,8,0,1,1
22,Female,Data Analytics,1,8,0,0,1
22,Female,Computer Science,0,6,1,0,0
21,Male,Computer Science,1,6,0,0,0
22,Male,Data Science,0,6,0,0,0
21,Male,Data Science,1,6,0,0,0
21,Male,Computer Science,0,7,0,0,0
22,Male,Artificial Intelligence,0,6,1,0,0
22,Male,Computer Science,1,8,0,0,1
21,Male,Information Technology,0,8,1,0,1
22,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,0,7,0,0,0
22,Male,Artificial Intelligence,1,7,1,1,0
21,Male,Information Technology,1,6,0,0,0
22,Male,Information Technology,2,8,0,0,1
21,Male,Information Technology,1,8,0,0,1
21,Male,Data Analytics,0,6,0,0,0
22,Male,Information Technology,1,7,0,0,0
21,Male,Information Technology,0,7,0,0,0
21,Male,Data Analytics,0,8,0,0,1
21,Male,Artificial Intelligence,0,7,1,0,0
21,Male,Data Science,0,6,0,0,0
22,Female,Information Technology,0,7,0,0,0
22,Male,Artificial Intelligence,1,8,1,0,1
22,Male,Computer Science,3,6,0,0,1
21,Male,Data Science,1,6,0,0,0
22,Male,Data Science,0,7,0,0,0
21,Male,Computer Science,2,7,0,0,1
22,Male,Data Analytics,0,6,0,0,0
21,Male,Computer Science,0,6,0,0,0
22,Male,Data Science,1,6,0,0,0
22,Male,Information Technology,1,8,0,0,1
22,Female,Information Technology,1,8,0,1,1
22,Male,Computer Science,3,6,0,1,0
21,Male,Information Technology,0,6,0,0,0
22,Male,Information Technology,0,8,0,0,1
22,Male,Data Science,1,6,0,0,0
22,Female,Information Technology,1,6,0,0,0
21,Male,Information Technology,0,8,0,0,1
21,Male,Computer Science,1,7,0,0,0
22,Male,Information Technology,1,8,1,0,1
21,Male,Computer Science,0,7,0,0,0
21,Male,Data Analytics,0,8,0,0,1
21,Male,Information Technology,0,7,0,0,0
21,Male,Data Analytics,2,8,0,1,1
22,Female,Computer Science,1,6,1,0,0
21,Female,Computer Science,1,7,1,0,0
22,Male,Information Technology,1,8,0,0,1
24,Male,Computer Science,1,8,0,0,1
24,Male,Computer Science,1,6,1,1,1
22,Male,Information Technology,1,6,0,0,1
24,Male,Computer Science,1,7,0,0,1
24,Male,Computer Science,1,7,0,0,1
24,Male,Computer Science,1,7,0,0,1
24,Female,Information Technology,1,6,0,0,1
24,Male,Computer Science,0,8,0,0,1
20,Female,Data Analytics,1,7,0,1,0
21,Male,Computer Science,1,7,0,0,1
23,Male,Data Science,0,7,0,0,0
22,Female,Computer Science,1,8,1,0,1
23,Male,Computer Science,1,7,0,0,1
23,Male,Data Analytics,2,7,0,0,0
22,Female,Computer Science,2,7,1,1,1
24,Male,Computer Science,1,6,0,0,1
22,Male,Information Technology,2,7,0,0,0
24,Male,Computer Science,0,6,0,0,1
22,Male,Information Technology,0,6,0,0,0
23,Male,Artificial Intelligence,0,7,0,0,0
22,Male,Data Analytics,1,7,0,0,0
23,Male,Data Science,1,6,0,1,1
23,Male,Data Analytics,0,8,0,1,1
20,Male,Data Analytics,1,8,0,0,1
24,Male,Artificial Intelligence,0,7,1,0,0
24,Male,Computer Science,2,6,0,0,1
20,Male,Computer Science,1,6,0,0,0
24,Male,Artificial Intelligence,0,6,1,0,1
22,Female,Data Analytics,1,7,0,0,0
20,Male,Information Technology,1,6,0,0,0
23,Male,Data Science,1,6,0,1,1
23,Male,Artificial Intelligence,0,6,1,0,0
22,Male,Computer Science,1,6,0,0,0
22,Male,Artificial Intelligence,1,7,1,0,0
23,Male,Computer Science,0,7,0,0,0
22,Male,Computer Science,1,8,0,0,1
20,Male,Computer Science,0,8,0,1,1
20,Female,Computer Science,1,7,1,0,1
21,Male,Data Analytics,0,7,0,0,1
23,Male,Computer Science,1,7,0,0,0
21,Female,Information Technology,1,8,0,0,1
21,Male,Artificial Intelligence,0,6,1,0,0
20,Male,Information Technology,0,8,0,0,1
23,Female,Computer Science,0,7,1,1,0
21,Male,Data Science,0,8,0,1,1
24,Male,Data Science,1,7,0,0,0
21,Male,Data Science,1,6,0,0,0
21,Male,Data Analytics,0,8,0,0,1
22,Male,Computer Science,0,6,0,1,0
20,Male,Computer Science,2,7,0,0,0
21,Male,Computer Science,0,7,0,0,1
20,Male,Information Technology,0,6,0,0,0
23,Male,Information Technology,0,8,0,0,1
22,Male,Computer Science,0,7,0,0,0
21,Male,Information Technology,0,8,0,0,1
21,Male,Artificial Intelligence,0,6,1,0,1
24,Male,Information Technology,0,8,0,0,1
23,Male,Data Science,1,6,0,0,0
22,Male,Computer Science,0,7,0,0,1
20,Male,Artificial Intelligence,0,6,1,1,0
24,Male,Artificial Intelligence,0,7,1,0,1
21,Male,Information Technology,0,8,0,1,1
23,Male,Computer Science,2,7,0,1,1
23,Male,Artificial Intelligence,1,7,1,0,1
23,Male,Information Technology,0,8,0,0,1
22,Male,Data Science,1,7,0,0,0
24,Male,Artificial Intelligence,1,8,1,0,1
21,Female,Computer Science,0,8,1,1,1
22,Male,Computer Science,0,6,0,1,0
22,Male,Data Science,0,6,0,0,1
23,Male,Data Analytics,0,6,0,0,0
20,Male,Computer Science,1,7,0,0,1
22,Male,Computer Science,1,8,0,0,1
20,Male,Data Science,0,8,0,0,1
23,Male,Computer Science,1,7,0,0,0
21,Male,Information Technology,1,7,0,0,1
24,Male,Information Technology,0,8,0,0,1
21,Male,Information Technology,0,8,0,0,1
21,Male,Data Analytics,2,6,1,1,1
20,Female,Information Technology,0,6,0,0,0
23,Male,Computer Science,1,6,0,0,0
20,Male,Information Technology,2,5,0,0,0
21,Male,Artificial Intelligence,1,5,1,0,0
23,Female,Information Technology,1,6,1,0,0
24,Female,Data Science,0,5,0,0,0
22,Male,Information Technology,1,6,0,0,0
24,Male,Computer Science,1,5,0,0,0
23,Female,Computer Science,0,5,1,1,0
23,Male,Information Technology,0,5,0,1,0
23,Male,Information Technology,0,5,0,0,0
22,Male,Information Technology,2,6,0,0,0
24,Male,Information Technology,0,6,0,0,1
22,Male,Information Technology,0,6,0,0,1
24,Male,Computer Science,1,6,0,0,1
20,Male,Computer Science,1,5,0,0,0
20,Male,Computer Science,2,5,0,0,0
24,Male,Artificial Intelligence,0,5,0,1,0
24,Male,Information Technology,0,5,0,0,0
21,Male,Information Technology,0,5,0,0,0
23,Male,Data Analytics,1,6,0,1,0
21,Female,Computer Science,0,7,1,0,1
23,Female,Computer Science,1,7,1,0,1
20,Male,Information Technology,1,6,1,0,1
24,Female,Information Technology,1,7,0,0,0
24,Female,Artificial Intelligence,1,7,0,0,1
20,Male,Information Technology,0,7,1,1,0
23,Male,Data Science,0,6,0,1,0
24,Male,Artificial Intelligence,0,8,1,0,1
20,Male,Artificial Intelligence,0,8,1,1,1
23,Male,Information Technology,0,7,0,1,0
22,Female,Information Technology,0,8,0,0,1
24,Male,Data Science,0,7,0,0,0
23,Male,Information Technology,0,7,0,0,0
21,Male,Information Technology,0,7,0,0,1
23,Male,Computer Science,1,8,0,0,1
21,Female,Data Science,1,7,0,0,0
24,Male,Information Technology,1,7,0,0,1
24,Female,Data Science,0,8,0,0,1
22,Male,Information Technology,2,7,1,0,0
21,Female,Data Science,0,7,0,0,0
23,Male,Data Science,2,8,0,0,1
22,Male,Information Technology,0,7,0,0,1
24,Male,Information Technology,0,8,1,0,1
20,Male,Artificial Intelligence,1,8,0,0,1
22,Male,Computer Science,1,8,0,0,1
21,Male,Information Technology,0,8,0,0,1
20,Male,Information Technology,1,7,0,0,1
21,Male,Information Technology,0,8,1,0,1
22,Male,Computer Science,1,8,0,1,1
24,Male,Computer Science,1,7,0,0,0
21,Male,Information Technology,0,7,0,0,1
23,Male,Information Technology,1,8,0,0,1
21,Male,Data Analytics,0,6,0,0,1
20,Male,Artificial Intelligence,1,7,1,1,0
24,Male,Information Technology,1,8,0,0,1
20,Female,Computer Science,2,7,1,1,0
23,Female,Data Science,0,6,0,0,0
22,Male,Information Technology,0,6,0,0,0
22,Male,Computer Science,3,8,0,0,1
23,Male,Artificial Intelligence,1,8,1,0,1
23,Male,Information Technology,0,7,0,1,1
23,Male,Data Analytics,0,8,0,0,1
20,Male,Information Technology,0,8,0,0,1
24,Male,Artificial Intelligence,0,6,1,1,1
20,Female,Data Science,0,8,0,0,1
22,Male,Data Science,1,8,0,0,1
20,Male,Information Technology,2,6,0,0,1
23,Male,Data Analytics,0,7,0,0,1
21,Male,Information Technology,0,7,0,0,0
24,Male,Artificial Intelligence,0,6,1,0,1
21,Male,Artificial Intelligence,0,8,1,1,1
22,Male,Information Technology,1,7,0,0,1
24,Male,Information Technology,0,6,0,0,1
20,Male,Data Analytics,0,7,0,0,0
24,Male,Artificial Intelligence,1,8,1,1,1
22,Male,Artificial Intelligence,0,8,1,0,1
23,Male,Information Technology,2,7,0,0,1
21,Female,Information Technology,0,6,0,0,0
22,Male,Data Science,1,8,0,0,1
21,Male,Computer Science,0,6,0,1,1
23,Female,Computer Science,1,7,1,0,0
21,Male,Artificial Intelligence,0,7,1,0,0
21,Male,Data Science,0,7,0,1,0
20,Male,Information Technology,1,8,0,0,1
21,Male,Information Technology,1,8,0,0,1
22,Male,Computer Science,0,6,0,1,0
24,Male,Computer Science,1,8,0,0,1
20,Male,Data Science,0,7,0,0,0
21,Male,Information Technology,1,6,1,0,0
21,Male,Computer Science,0,6,0,1,0
21,Male,Data Science,0,8,0,1,1
21,Female,Computer Science,1,8,1,1,1
21,Female,Data Science,0,8,0,0,1
23,Female,Data Science,0,8,0,0,1
21,Male,Information Technology,0,6,1,1,0
24,Female,Data Science,0,8,0,0,1
23,Female,Artificial Intelligence,1,6,1,0,0
23,Male,Data Analytics,0,8,0,0,1
23,Male,Computer Science,1,8,0,0,1
22,Male,Information Technology,1,8,0,1,1
21,Male,Artificial Intelligence,0,6,1,0,0
24,Male,Information Technology,0,6,0,0,1
24,Male,Data Science,1,6,1,1,1
22,Male,Data Science,1,8,1,1,1
20,Male,Artificial Intelligence,0,6,1,0,0
20,Male,Computer Science,0,8,0,0,1
21,Male,Data Analytics,0,6,0,0,0
22,Male,Information Technology,0,6,0,0,0
24,Female,Data Science,0,6,0,0,1
21,Male,Information Technology,0,7,0,0,0
24,Female,Computer Science,1,7,1,0,1
22,Male,Information Technology,0,6,0,0,0
24,Male,Information Technology,2,8,0,0,1
22,Male,Information Technology,1,6,0,0,0
21,Male,Information Technology,0,7,1,1,0
20,Male,Artificial Intelligence,0,7,1,0,0
22,Male,Computer Science,0,6,0,0,0
21,Male,Computer Science,0,6,0,0,0
22,Male,Data Science,0,7,0,0,0
23,Male,Data Science,0,6,0,0,0
23,Female,Information Technology,1,5,0,0,0
22,Female,Computer Science,1,5,1,0,0
20,Female,Computer Science,0,5,1,1,0
20,Male,Artificial Intelligence,0,5,1,0,0
24,Female,Computer Science,2,5,1,0,0
24,Male,Data Science,0,6,0,0,1
22,Male,Information Technology,1,6,0,0,0
23,Female,Data Science,0,5,0,0,0
22,Male,Artificial Intelligence,1,6,1,0,0
21,Female,Artificial Intelligence,1,5,1,0,0
22,Male,Artificial Intelligence,1,5,0,0,0
24,Male,Information Technology,1,6,0,1,1
23,Male,Artificial Intelligence,0,5,1,1,0
23,Female,Information Technology,1,5,0,0,0
22,Male,Data Analytics,0,5,0,0,0
20,Male,Computer Science,1,5,0,0,0
23,Male,Computer Science,1,5,0,0,0
23,Male,Information Technology,0,5,0,0,0
21,Female,Information Technology,0,6,0,0,0
24,Male,Information Technology,0,6,0,0,1
23,Male,Computer Science,0,6,0,0,1
24,Male,Information Technology,1,6,0,0,1
22,Male,Information Technology,1,5,0,0,0
22,Male,Data Analytics,1,6,1,1,0
21,Male,Information Technology,0,5,0,0,0
21,Male,Data Science,0,6,0,0,0
20,Male,Computer Science,0,5,0,0,0
22,Male,Information Technology,0,6,0,0,0
23,Female,Artificial Intelligence,1,5,1,0,0
22,Male,Computer Science,2,6,0,0,1
23,Male,Information Technology,1,6,0,1,0
22,Male,Data Analytics,2,6,1,0,1
21,Male,Artificial Intelligence,0,5,1,1,0
21,Male,Data Analytics,0,6,0,0,0
20,Male,Artificial Intelligence,1,5,1,0,0
24,Male,Information Technology,0,6,0,0,1
23,Male,Artificial Intelligence,0,5,1,0,0
21,Male,Information Technology,0,5,0,1,0
21,Male,Computer Science,1,6,0,1,0
20,Male,Information Technology,0,6,0,0,0
21,Male,Computer Science,2,5,0,0,0
23,Male,Computer Science,3,6,0,0,1
21,Male,Data Science,1,5,0,0,0
22,Male,Data Analytics,1,6,0,1,0
20,Male,Information Technology,0,6,0,1,0
24,Male,Information Technology,0,6,0,0,1
24,Male,Data Science,1,6,0,1,1
22,Male,Artificial Intelligence,0,6,1,0,0
22,Male,Information Technology,0,6,0,0,0
23,Male,Information Technology,1,6,0,1,0
22,Male,Computer Science,0,6,0,0,0
24,Male,Artificial Intelligence,0,6,1,0,1
20,Male,Artificial Intelligence,0,6,1,1,0
24,Male,Information Technology,1,6,0,0,1
21,Male,Artificial Intelligence,1,5,1,0,0
23,Male,Computer Science,0,5,0,1,0
23,Female,Computer Science,1,5,1,0,0
23,Male,Computer Science,1,6,0,0,0
21,Male,Computer Science,1,6,0,0,0
22,Male,Information Technology,0,5,1,0,0
21,Male,Data Science,0,6,0,0,0
22,Male,Data Analytics,1,6,1,1,0
22,Male,Information Technology,0,5,0,0,0
23,Male,Information Technology,1,6,0,0,0
23,Male,Information Technology,0,6,0,1,0
21,Male,Data Analytics,0,6,0,1,0
21,Male,Computer Science,0,6,0,1,0
23,Female,Computer Science,1,8,1,0,1
20,Male,Computer Science,3,7,0,1,0
21,Male,Data Science,2,7,0,0,1
21,Female,Computer Science,0,7,1,0,0
23,Male,Computer Science,1,7,0,0,0
20,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,1,6,0,0,0
20,Male,Information Technology,0,8,0,0,1
22,Female,Information Technology,1,6,0,0,0
21,Female,Information Technology,1,6,0,0,0
24,Male,Information Technology,0,7,0,0,0
20,Male,Computer Science,1,8,0,0,1
23,Male,Data Analytics,1,8,0,0,1
22,Female,Data Science,1,7,1,0,0
20,Male,Information Technology,1,6,0,0,0
20,Male,Information Technology,0,7,0,0,0
24,Male,Computer Science,2,6,0,0,1
22,Male,Information Technology,0,8,1,0,1
20,Female,Information Technology,1,6,0,0,0
21,Male,Information Technology,0,8,1,0,1
22,Male,Artificial Intelligence,0,8,0,0,1
22,Male,Information Technology,1,8,1,0,1
22,Female,Data Science,0,8,0,0,1
24,Male,Information Technology,1,7,1,0,0
22,Male,Information Technology,1,6,0,0,0
23,Male,Information Technology,0,7,0,0,0
23,Male,Data Science,1,6,0,1,0
22,Female,Information Technology,1,6,0,0,0
23,Male,Artificial Intelligence,1,6,1,0,0
24,Male,Information Technology,0,6,0,0,1
24,Male,Information Technology,0,8,0,0,1
22,Male,Computer Science,0,6,0,1,0
24,Male,Computer Science,1,6,0,0,1
21,Female,Computer Science,0,7,1,0,0
24,Male,Computer Science,0,7,0,0,1
21,Male,Artificial Intelligence,0,8,0,0,1
24,Male,Information Technology,0,6,1,0,1
24,Male,Information Technology,1,6,0,0,1
21,Male,Data Analytics,1,6,0,0,0
24,Male,Data Science,1,8,0,1,1
20,Male,Computer Science,0,6,0,0,0
20,Female,Artificial Intelligence,1,6,1,0,0
24,Male,Computer Science,0,6,0,0,1
21,Male,Computer Science,2,8,0,0,1
22,Male,Computer Science,1,8,0,0,1
23,Male,Data Science,0,7,0,0,0
21,Female,Information Technology,0,8,0,0,1
23,Male,Computer Science,1,6,0,0,0
23,Male,Information Technology,0,8,0,0,1
22,Male,Data Science,0,7,0,0,0
24,Male,Data Science,1,7,1,1,0
22,Male,Information Technology,0,6,0,0,0
24,Male,Information Technology,0,7,1,1,0
21,Male,Artificial Intelligence,0,8,1,1,1
22,Female,Data Science,1,6,1,1,0
22,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,1,6,1,0,0
24,Female,Data Science,1,7,1,1,1
24,Male,Computer Science,0,6,0,1,1
23,Female,Artificial Intelligence,1,7,1,0,0
22,Male,Data Science,1,8,0,0,1
20,Female,Artificial Intelligence,1,8,1,0,1
21,Male,Information Technology,0,7,0,0,0
20,Male,Artificial Intelligence,1,7,1,0,0
22,Male,Computer Science,0,7,0,0,0
21,Male,Computer Science,2,6,0,0,1
23,Male,Computer Science,1,8,0,0,1
20,Male,Data Science,1,8,1,1,1
22,Female,Computer Science,1,6,1,0,0
20,Male,Artificial Intelligence,0,8,1,0,1
21,Male,Data Science,0,7,0,0,0
22,Male,Data Science,0,8,0,0,1
21,Male,Artificial Intelligence,0,7,1,0,0
23,Male,Data Science,0,6,0,0,0
21,Male,Data Analytics,0,7,0,0,0
21,Male,Information Technology,1,6,1,0,0
20,Male,Artificial Intelligence,0,6,1,1,0
21,Male,Computer Science,1,6,0,0,0
24,Male,Artificial Intelligence,0,8,1,1,1
21,Male,Data Analytics,0,6,0,0,0
22,Male,Information Technology,0,7,0,0,0
24,Female,Information Technology,1,7,0,0,0
22,Male,Computer Science,1,6,0,0,0
21,Male,Information Technology,2,8,0,0,1
23,Male,Computer Science,2,8,0,0,1
24,Male,Information Technology,2,8,0,0,1
22,Male,Artificial Intelligence,0,8,1,0,1
21,Male,Computer Science,1,8,0,0,1
21,Female,Computer Science,0,7,1,1,0
23,Male,Computer Science,0,6,0,0,0
20,Male,Information Technology,0,7,0,1,0
23,Male,Computer Science,0,6,0,0,0
23,Male,Data Analytics,1,7,0,0,1
21,Female,Information Technology,1,6,0,0,0
21,Male,Information Technology,2,7,0,0,1
22,Male,Artificial Intelligence,1,7,1,1,0
24,Male,Artificial Intelligence,1,7,1,0,0
21,Male,Information Technology,1,7,1,0,0
21,Male,Information Technology,0,7,1,0,0
21,Female,Data Science,1,7,1,0,0
20,Male,Computer Science,0,7,0,0,0
24,Male,Computer Science,1,7,0,0,0
20,Male,Information Technology,0,6,0,0,0
20,Female,Data Analytics,1,7,0,1,1
20,Male,Information Technology,0,7,0,0,0
24,Male,Data Analytics,1,7,0,0,1
22,Male,Data Science,1,8,0,1,1
23,Female,Information Technology,0,7,0,0,0
20,Male,Data Science,2,7,0,0,1
22,Male,Computer Science,0,6,0,0,0
21,Male,Data Science,0,8,0,0,1
21,Male,Computer Science,0,6,0,0,0
22,Male,Information Technology,0,8,0,1,1
22,Male,Computer Science,0,6,0,0,0
22,Male,Artificial Intelligence,0,6,1,0,0
22,Male,Information Technology,2,6,0,0,1
21,Male,Information Technology,1,7,0,0,0
22,Female,Data Analytics,0,8,0,0,1
23,Female,Data Analytics,0,6,0,0,0
24,Male,Data Science,0,6,0,0,1
24,Male,Information Technology,1,6,0,0,1
21,Female,Data Analytics,1,8,0,1,1
22,Female,Artificial Intelligence,1,6,1,0,0
20,Male,Information Technology,2,8,0,0,1
23,Male,Information Technology,0,8,0,0,1
21,Female,Computer Science,1,6,1,0,0
21,Male,Computer Science,0,6,0,0,0
21,Male,Information Technology,1,8,0,0,1
23,Male,Artificial Intelligence,1,8,1,0,1
22,Male,Data Science,0,7,0,0,0
23,Male,Information Technology,0,7,0,0,0
23,Male,Information Technology,2,6,0,0,1
20,Male,Artificial Intelligence,0,8,1,0,1
20,Male,Information Technology,0,8,0,0,1
22,Male,Computer Science,2,8,0,1,1
22,Male,Information Technology,1,7,0,0,1
21,Male,Information Technology,0,7,0,0,1
20,Male,Computer Science,1,8,0,0,1
20,Male,Data Analytics,2,7,1,0,1
21,Male,Information Technology,0,7,0,0,0
19,Female,Information Technology,1,8,0,1,1
19,Male,Data Analytics,1,8,0,0,1
21,Male,Computer Science,1,7,0,0,1
19,Male,Computer Science,0,7,0,0,1
20,Female,Computer Science,0,8,1,0,1
19,Male,Data Analytics,0,8,0,0,1
21,Female,Information Technology,1,8,0,1,1
21,Female,Computer Science,1,8,1,0,1
22,Male,Information Technology,0,7,0,0,0
20,Male,Data Science,0,8,0,0,1
22,Male,Data Science,1,7,0,0,0
21,Male,Computer Science,0,8,0,0,1
22,Male,Computer Science,0,7,0,0,0
21,Male,Computer Science,1,8,0,0,1
20,Male,Information Technology,1,8,0,0,1
22,Female,Artificial Intelligence,1,8,1,0,1
22,Female,Computer Science,0,8,1,0,1
21,Male,Data Analytics,0,8,0,0,1
22,Male,Artificial Intelligence,0,8,1,0,1
22,Female,Computer Science,1,7,1,0,1
19,Male,Computer Science,1,7,0,1,1
22,Male,Computer Science,0,8,0,1,1
22,Male,Computer Science,3,7,0,0,0
21,Male,Information Technology,0,7,0,0,0
22,Male,Information Technology,0,7,0,0,0
21,Male,Information Technology,1,7,0,0,0
20,Female,Information Technology,1,8,1,0,1
19,Male,Information Technology,0,8,0,0,1
21,Male,Data Science,1,8,0,1,1
21,Male,Information Technology,2,7,0,1,0
19,Male,Computer Science,1,8,0,0,1
22,Female,Computer Science,1,8,1,1,1
21,Male,Computer Science,1,8,0,0,1
